Price     , Close             , High              , Low               , Open              , Volume
Ticker    , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS
Date      ,                   ,                   ,                   ,                   , 
2025-11-26, 2725.5078125      , 2735.916189307147 , 2659.0924557305875, 2670.492106519367 , 456508
2025-11-27, 2740.07958984375  , 2745.829027545355 , 2708.9536825088917, 2735.8170631678913, 444280
2025-11-28, 2680.206787109375 , 2739.7822114706078, 2652.649320504769 , 2739.7822114706078, 733603
2025-12-01, 2739.286376953125 , 2751.776525711099 , 2684.1716897278825, 2685.3611700833458, 658606
2025-12-02, 2789.643310546875 , 2800.349118410461 , 2722.9305203150802, 2728.6799580575853, 1167875
2025-12-03, 2646.89990234375  , 2750.7854704964434, 2621.027795016591 , 2750.7854704964434, 2600046
2025-12-04, 2602.09423828125  , 2661.570678013393 , 2595.1553203125   , 2637.086258725711 , 1042860
2025-12-05, 2618.6484375      , 2629.8498819313845, 2577.4115849344407, 2599.2196126021718, 511846
2025-12-08, 2520.413330078125 , 2631.832429144394 , 2499.4973521987154, 2603.085483590651 , 662965
2025-12-09, 2511.392578125    , 2518.2322716461686, 2437.740874481314 , 2510.896941144908 , 506923
2025-12-10, 2456.67431640625  , 2527.7486113104596, 2438.533954440679 , 2512.780277631543 , 507470
2025-12-11, 2554.909423828125 , 2561.3527046087993, 2442.994689841745 , 2468.272175981313 , 638720
2025-12-12, 2572.653564453125 , 2581.872461427318 , 2537.661542438541 , 2565.4172155589627, 425175
2025-12-15, 2559.965087890625 , 2585.2425747216844, 2537.6614230396904, 2557.486902907188 , 311330
2025-12-16, 2510.30224609375  , 2558.5774847576863, 2500.092317236373 , 2555.405214266966 , 366458
2025-12-17, 2482.744873046875 , 2527.7486143172882, 2469.263450299751 , 2520.809696552496 , 311711
2025-12-18, 2457.467529296875 , 2532.605906695465 , 2446.9599278401056, 2488.0977998293156, 694593
2025-12-19, 2496.127197265625 , 2502.867666968303 , 2427.729290140473 , 2468.272300603308 , 588239
2025-12-22, 2559.072998046875 , 2569.778563399562 , 2492.8558479237927, 2496.3253068463023, 520494
2025-12-23, 2534.786865234375 , 2562.7407438863042, 2517.53855227151  , 2559.370267049529 , 298077
2025-12-24, 2501.77734375     , 2553.5217976132494, 2498.1096783899507, 2527.748673879575 , 410374
2025-12-26, 2474.021728515625 , 2524.8741337530905, 2463.018490174035 , 2499.7948528376673, 454602
2025-12-29, 2389.16845703125  , 2476.896202749799 , 2382.0313329002647, 2472.4354699166524, 774828
2025-12-30, 2326.619384765625 , 2394.818844777522 , 2304.712131784131 , 2385.6991720559554, 2650632
2025-12-31, 2323.546142578125 , 2374.101114110328 , 2310.6595812071714, 2354.0774286898177, 923550
2026-01-01, 2342.182373046875 , 2354.2758680512325, 2300.4496387501554, 2331.4765649079995, 474163
2026-01-02, 2367.06298828125  , 2381.7338912665155, 2336.432719773091 , 2354.275651022949 , 1052817
2026-01-05, 2381.0400390625   , 2405.821887928679 , 2345.750589472964 , 2359.331236259824 , 871363
2026-01-06, 2390.259033203125 , 2433.280227793859 , 2369.442279302398 , 2385.9965066214017, 462973
2026-01-07, 2449.041748046875 , 2460.2429511273394, 2370.4336680154397, 2379.057703789624 , 553833
2026-01-08, 2391.5478515625   , 2495.433177600595 , 2377.1743779473145, 2488.0978464907444, 1538452
2026-01-09, 2313.137939453125 , 2408.002815330338 , 2292.8168219220393, 2403.145669407499 , 807688
2026-01-12, 2347.83251953125  , 2354.2758006699255, 2277.551288222723 , 2314.6248398165376, 1008249
2026-01-13, 2418.0146484375   , 2433.577601396725 , 2354.2756836322696, 2357.2495055484364, 1328986
2026-01-14, 2503.36328125     , 2509.905786502331 , 2413.7522077935137, 2423.7641720714205, 1313670
2026-01-15, 2503.36328125     , 2503.36328125     , 2503.36328125     , 2503.36328125     , 0
2026-01-16, 2728.184326171875 , 2742.5577995500166, 2557.486987283167 , 2565.4171794917966, 5582743
2026-01-19, 2671.582763671875 , 2754.3541460634224, 2657.0108416665894, 2740.872722306921 , 1172964
2026-01-20, 2612.800048828125 , 2670.5913712361094, 2601.1029672653535, 2670.492147032341 , 910266
2026-01-21, 2531.89990234375  , 2629.60009765625  , 2518.0            , 2609.0            , 1116127
2026-01-22, 2566.60009765625  , 2606.89990234375  , 2541.0            , 2557.199951171875 , 588128
