Price     , Close             , High              , Low               , Open              , Volume
Ticker    , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS       , ANGELONE.NS
Date      ,                   ,                   ,                   ,                   , 
2021-04-01, 331.3236999511719 , 344.47644797795283, 256.20995579481604, 260.6389223141374 , 8082561
2021-05-01, 691.604248046875  , 718.9176605000546 , 338.90527578846286, 338.90527578846286, 31920479
2021-06-01, 783.866943359375  , 881.5191957385638 , 673.7455668976636 , 694.2534598562783 , 12943288
2021-07-01, 1084.54248046875  , 1347.3995861793271, 778.3858674494285 , 788.2516174980605 , 19195035
2021-08-01, 1107.22021484375  , 1280.1258684732256, 929.8668835098015 , 1104.1022956072986, 7905406
2021-09-01, 1212.99951171875  , 1237.988539648696 , 1059.2138690147299, 1109.6045429443866, 8087287
2021-10-01, 1140.3248291015625, 1548.860986210325 , 1120.6087182646638, 1201.307218434296 , 20385569
2021-11-01, 934.2156372070312 , 1169.7844311096178, 912.3397472551782 , 1145.3755433738659, 7893660
2021-12-01, 1088.7745361328125, 1117.2822281411998, 930.3009484110568 , 942.2290757755477 , 9087256
2022-01-01, 1284.82861328125  , 1407.2415110404932, 1092.0444088301122, 1096.097227790165 , 20479619
2022-02-01, 1235.6466064453125, 1318.6522502787789, 1092.3067708229678, 1295.4254858659094, 8126043
2022-03-01, 1422.0625         , 1589.9708593221762, 1147.4589230518952, 1235.6467386931156, 19129814
2022-04-01, 1803.7314453125   , 1871.0984371968518, 1420.443175616799 , 1427.846136792652 , 29422169
2022-05-01, 1371.1163330078125, 1806.5653876827978, 1177.3665834773965, 1798.1091862894727, 26797240
2022-06-01, 1122.625          , 1447.908910945949 , 992.1391961899326 , 1386.993843454078 , 17262044
2022-07-01, 1272.0972900390625, 1367.2160171998742, 1102.89379195497  , 1118.7158969872355, 13126061
2022-08-01, 1223.6944580078125, 1298.9525558030427, 1162.7576984711395, 1291.7450386118664, 8866059
2022-09-01, 1274.8963623046875, 1526.693074096142 , 1214.5681623783012, 1216.861432449408 , 13223618
2022-10-01, 1500.15625        , 1566.9432029729203, 1253.6949466226592, 1281.308342373974 , 15659542
2022-11-01, 1503.409912109375 , 1528.2133519078823, 1341.551952275529 , 1509.857848143051 , 6512847
2022-12-01, 1234.3837890625   , 1527.4129124558226, 1157.9966487234103, 1510.9400282443123, 7923306
2023-01-01, 1155.5494384765625, 1288.415058138026 , 1096.2941581120715, 1242.7616295939572, 7166350
2023-02-01, 966.865478515625  , 1201.3864180449873, 957.8089794446425 , 1180.665524166911 , 5108355
2023-03-01, 1102.7606201171875, 1142.7325752590236, 947.3774628081034 , 971.7020424380937 , 13766136
2023-04-01, 1176.1949462890625, 1299.3556445706238, 1109.1640310216692, 1115.7619526695107, 8447013
2023-05-01, 1286.590087890625 , 1290.8930647732025, 1129.483574132014 , 1176.1948721156782, 8140437
2023-06-01, 1643.546142578125 , 1667.5949113755596, 1240.213687669606 , 1305.236456182739 , 12688147
2023-07-01, 1477.4072265625   , 1730.2565953114065, 1391.989700183553 , 1657.5414542819306, 16105248
2023-08-01, 1803.1907958984375, 1813.9433277378862, 1409.8804599430036, 1494.1647189169626, 12399841
2023-09-01, 1784.675048828125 , 1895.81642978294  , 1644.2173928673315, 1827.443964506506 , 9588183
2023-10-01, 2489.90478515625  , 2506.4915670603173, 1759.0236181302755, 1784.6753184920135, 27229116
2023-11-01, 2975.07470703125  , 3098.9856350036166, 2418.469633703506 , 2509.2083684366035, 22576767
2023-12-01, 3382.986572265625 , 3399.6696398278345, 2815.760617523596 , 2987.4415094635465, 14472357
2024-01-01, 3186.62060546875  , 3778.919600612152 , 2758.0487382804554, 3379.3007927445424, 12451988
2024-02-01, 2709.384033203125 , 3347.6135458808117, 2678.032455560606 , 3203.318225338809 , 5940058
2024-03-01, 2964.773193359375 , 3032.9288989538436, 2273.868974135584 , 2742.7315935203205, 9726707
2024-04-01, 2713.181640625    , 3144.071600813476 , 2604.9599632311642, 3042.6657323684058, 11410002
2024-05-01, 2402.294189453125 , 2736.6952779871403, 2337.740945458374 , 2713.1816521904702, 9267416
2024-06-01, 2533.44482421875  , 2625.9418489308105, 2073.5885159244085, 2575.3118985621036, 8926508
2024-07-01, 2109.078369140625 , 2530.5241689255063, 1971.6473420831667, 2530.5241689255063, 26213468
2024-08-01, 2518.20751953125  , 2779.7793016408823, 1976.5155805012228, 2112.242712965642 , 39715027
2024-09-01, 2494.206787109375 , 2623.02112368734  , 2254.1525977543947, 2541.234273505552 , 17712011
2024-10-01, 2971.199462890625 , 3303.6044877999293, 2385.4497480429786, 2533.4937279070496, 83968295
2024-11-01, 2820.77001953125  , 3018.3241054118466, 2536.365901483181 , 2997.8773937300243, 22648067
2024-12-01, 2854.40966796875  , 3410.852346864336 , 2752.5657087345935, 2763.811448211928 , 37084595
2025-01-01, 2284.287353515625 , 2961.85236782368  , 2093.646052318526 , 2872.2762935831215, 40560596
2025-02-01, 2121.016357421875 , 2480.5572669931116, 2045.285024543692 , 2292.7688183626165, 22360310
2025-03-01, 2261.86962890625  , 2370.2110047560564, 1897.9288614816442, 2120.869500542857 , 25452767
2025-04-01, 2272.2724609375   , 2508.31437705604  , 2021.39184078522  , 2258.2199563074555, 29875161
2025-05-01, 2983.051513671875 , 3065.00769924411  , 2213.9004637094895, 2272.272347746308 , 27724916
2025-06-01, 2897.295654296875 , 3256.335043576194 , 2733.933653023788 , 3012.1842124548693, 21383038
2025-07-01, 2578.204345703125 , 2950.923354654917 , 2557.486816743679 , 2899.6745393260944, 28307315
2025-08-01, 2190.517333984375 , 2712.9187320755527, 2179.2166651762504, 2576.321126449661 , 18650944
2025-09-01, 2113.891845703125 , 2354.2757953317337, 2082.666714101883 , 2206.5759664877637, 18228994
2025-10-01, 2470.651123046875 , 2565.417010501652 , 2099.12183615429  , 2121.3262760716907, 20889188
2025-11-01, 2680.206787109375 , 2841.9826613928153, 2424.6562922102635, 2470.651310679485 , 16076142
2025-12-01, 2323.546142578125 , 2800.3489133034145, 2304.7119374975005, 2685.361134916442 , 17027374
2026-01-01, 2518.72802734375  , 2754.354052393548 , 2277.5512550716867, 2331.476464243279 , 21106056
2026-02-01, 2698.300048828125 , 2808.699951171875 , 2199.5            , 2518.0            , 15027804
